website,domain,phones,addresses,status,retries,facebook_links,instagram_links,youtube_links,twitter_links,linkedin_links,error
http://loydayu.com,loydayu.com,"['92049920519205292054', '92186921879219092191', '91935919419194291943', '91906919089190991910', '92022920239202492025', '92192921939219492195', '92004920079200892009', '91911919129191391914', '91901919029190391905', '91948919509195191962', '92055920569205792058', '91979919809198792003', '92010920119201392014', '92130921319213292134', '92170921719217292173', '92196921979219892199', '91915919169191791921', '92026920279202892029', '92162921639216492165', '92166921679216892169', '01310483', '92059920609206192064', '92074920759207892079', '92135921369213792138', '92030920339203692037', '91944919459194691947', '92152921539215492155', '92101921029210392104', '92081920829208392084', '92145921479214992150', '92038920399204092046', '01897784', '92113921149211592116', '92158921599216092161', '00912522', '92105921069210792108', '6198897788', '92018920199202092021', '92069920709207192072', '92139921409214292143', '92085920869208892090', '92121921229212392124', '92126921279212892129', '92065920669206792068', '92178921799218292184', '92117921189211992120', '92174921759217692177', '92109921109211192112', '6194757777', '91963919769197791978', '91931919329193391934', '92091920929209392096']",[],success,0,"['facebook.com/plugins', 'facebook.com/ErikaLoydaYu']",,,,,
http://skdesignbuildllc.com,skdesignbuildllc.com,"['5206222590', '5207420457', '4067457506', '4067457500']",[],success,0,['facebook.com/sktcorp'],,['youtube.com/user/sktcorp'],['twitter.com/SK_Technologies'],['linkedin.com/company/s'],
http://gentzlerelectric.com,gentzlerelectric.com,"['752432143412890', '2143412890']","['11545 Pagemill Rd, Dallas, TX 75243']",success,0,,,,,,
http://documentsandforms.com,documentsandforms.com,[],[],success,0,['facebook.com/sharer'],,,['twitter.com/share'],,
http://bundlesbybassett.com,bundlesbybassett.com,[],[],success,0,,,,,,
http://spynewsletter.com,,,,failed,0,,,,,,Failed to retrieve page content
http://moorecapitalservices.net,moorecapitalservices.net,[],[],success,0,,,,,,
http://amendedbeauty.com,amendedbeauty.com,['7194459706'],"['4107 Outlook Blvd\nPueblo, CO 81008']",success,0,['facebook.com/hue32'],"['instagram.com/browbarinc_template', 'instagram.com/amendedbeauty']",,,,
http://citycenterwaco.com,citycenterwaco.com,['2547548989'],[],success,0,"['facebook.com/sharer', 'facebook.com/downtownwacotx', 'facebook.com/120537668300398', 'facebook.com/216687328438429', 'facebook.com/photo.php']",['instagram.com/wacodowntown'],,['twitter.com/intent'],,
http://hubbardstudios.com,hubbardstudios.com,[],[],success,0,,,,,,
http://cgllcairheatingandcoolingservices.business.site,cgllcairheatingandcoolingservices.business.site,[],[],success,0,,,,,,
http://lineoftecnologia.com,lineoftecnologia.com,[],[],success,0,,,,,,
http://skinnerdaylilies.com,skinnerdaylilies.com,[],[],success,0,,,,,,
http://pearlcorker.wordpress.com,pearlcorker.wordpress.com,"['20150513', '20170917', '20180219']",[],success,0,,,,"['twitter.com/APompliano', 'twitter.com/SatohsiLite', 'twitter.com/cz_binance']",,
http://asahisuperdry.com,asahisuperdry.com,[],[],success,0,,,,,,
http://kellyhohlainteriors.com,kellyhohlainteriors.com,[],[],success,0,"['facebook.com/2008', 'facebook.com/hohlainteriors']",['instagram.com/kellyhohla'],,,,
http://sullivanswcd.org,sullivanswcd.org,"['8452926552', '8452959073']",[],success,0,"['facebook.com/2008', 'facebook.com/profile.php']",,,,,
http://tamalpaistaichi.com,tamalpaistaichi.com,[],[],success,0,,,,,,
http://timberwoodofnaples.org,timberwoodofnaples.org,[],[],success,0,,,,,,
http://innovativeinstruction.org,innovativeinstruction.org,[],[],success,0,,,,,,
http://lawrencedy.com,lawrencedy.com,"['01479311', '8584491253', '01749497']",[],success,0,,,,,,
http://dumpsterrentalalhambraca.com,dumpsterrentalalhambraca.com,[],[],success,0,,,,,,
http://ergoactives.com,ergoactives.com,['3053595031'],[],success,0,,,,,,
http://grpinsurance.com,grpinsurance.com,"['56144874102024', '8776416677']",[],success,0,,,,,,
http://1vandegraaff.com,1vandegraaff.com,[],"['1 Van de Graaff Drive Burlington, MA 01803']",success,0,,,,,,
http://iambaldianastyles.info,iambaldianastyles.info,['19992025'],[],success,0,,,,,,
http://erichedlund.com,erichedlund.com,[],[],success,0,,,,,,
http://tambasamba.design,tambasamba.design,[],[],success,0,,,,,,
http://bathpeople.com,bathpeople.com,[],[],success,0,['facebook.com/bathpeople'],['instagram.com/bathpeopleco'],,,,
http://laydomsouth.org,laydomsouth.org,[],[],success,0,,,,,,
http://clinejewelers.com,clinejewelers.com,[],[],success,0,,,,,,
http://adaini.com,adaini.com,[],[],success,0,,,,,,
http://acornlawpc.com,acornlawpc.com,['8054093878'],[],success,0,['facebook.com/acornlaw'],,,['twitter.com/Acorn_Law'],['linkedin.com/in/marcmackenzie'],
http://imperiumstrategiesllc.com,imperiumstrategiesllc.com,[],[],success,0,"['facebook.com/2008', 'facebook.com/ImperiumPublicStrategies']",['instagram.com/imperiumpublicstrategies'],,,['linkedin.com/company/imperium-public-strategies'],
http://bergesenterpriseinc.com,bergesenterpriseinc.com,['19992025'],[],success,0,,,,,,
http://norconindustries.net,norconindustries.net,[],[],success,0,,,,,,
http://drrokh.com,drrokh.com,[],[],success,0,"['facebook.com/DoctorRokh', 'facebook.com/Dr-Rokh-109946354063929']","['instagram.com/dr_rokh', 'instagram.com/_dr.rokh_']",['youtube.com/channel/UCq6VtBR_Ir0w8-3KWk8dhGg'],['twitter.com/dr_rokh'],['linkedin.com/in/parastoo-chamanrokh-ph-d-a647616a'],
http://beautifulbodybabes.com,beautifulbodybabes.com,[],[],success,0,,,,,,
http://tic-texas.com,tic-texas.com,"['2812650402', '2812650409']",[],success,0,['facebook.com/TICSugarLand'],['instagram.com/texas_inpatient_consultants'],,,['linkedin.com/company/texas-inpatient-consultants-lllp'],
http://highwaydistribution.net,highwaydistribution.net,"['01234567890012345678', '9001234567890', '90012345678900123456', '789001234567890', '9001234567890100', '+19512108167']",[],success,0,['facebook.com/boldthemes'],['instagram.com/bold_themes'],['youtube.com/channel/UCPL5LgX32KsbQ1i9nV-xiKA'],['twitter.com/bold_themes'],,
http://4v21.com,4v21.com,['55558802'],[],success,0,['facebook.com/plugins'],,,"['twitter.com/widgets', 'twitter.com/realDonaldTrump', 'twitter.com/share', 'twitter.com/richardwolffedc']",,
http://brilliantcityreiki.com,brilliantcityreiki.com,[],[],success,0,,,,,,
http://lgcountryschool.com,lgcountryschool.com,['8474384834'],[],success,0,,,,,,
http://wanakenapinecone.wordpress.com,wanakenapinecone.wordpress.com,['3153094040'],[],success,0,"['facebook.com/WordPresscom', 'facebook.com/profile.php']",,,,,
http://tylerteaches.com,tylerteaches.com,[],[],success,0,,,,,,
http://86fest.com,86fest.com,[],[],success,0,"['facebook.com/86FEST', 'facebook.com/events', 'facebook.com/CarsWithoutLimits', 'facebook.com/TeamTopakRacing']","['instagram.com/azfrs86', 'instagram.com/socalsd86', 'instagram.com/86fest']",,,,
http://lifeofbtc.org,lifeofbtc.org,['8035490083'],[],success,0,"['facebook.com/2008', 'facebook.com/Sterling-Council-605921499827431']",['instagram.com/life.of.btc'],,,,
http://airelibreavenue.com,airelibreavenue.com,[],[],success,0,,,,,,
http://shoplakebuoy.com,shoplakebuoy.com,[],[],success,0,,,,,,
http://clevelandheightsapartments.com,clevelandheightsapartments.com,[],[],success,0,,,,,,
http://jaredshavelson.com,jaredshavelson.com,[],[],success,0,"['facebook.com/jbtvmusic', 'facebook.com/therentals', 'facebook.com/polyvinylrecords', 'facebook.com/therealpurelove']","['instagram.com/polyvinylrecords', 'instagram.com/therentals', 'instagram.com/jaredshavelson', 'instagram.com/jbtvstudio']",,"['twitter.com/jaredshavelson', 'twitter.com/Polyvinyl', 'twitter.com/therealpurelove', 'twitter.com/jbtv', 'twitter.com/therentals']",,
http://growthfutures.net,growthfutures.net,[],[],success,0,,,,,,
http://shmstudios.com,shmstudios.com,[],[],success,0,,,,,,
http://bluestreakgrinding.com,bluestreakgrinding.com,['6023538088'],"['2821 W. Willetta St., Phoenix, AZ 85009']",success,0,,,,,,
http://kathymetzinc.com,kathymetzinc.com,['38065544'],[],success,0,,,,,,
http://brooklyntreecompany.com,brooklyntreecompany.com,[],[],success,0,,,,,,
http://aroostooktechnologies.com,aroostooktechnologies.com,[],[],success,0,['facebook.com/AroostookTechnologies'],,,,,
http://epertase.com,epertase.com,[],[],success,0,,,,,,
http://charlesmann-contracting.com,charlesmann-contracting.com,[],[],success,0,,,,,,
http://branchedoakmarina.com,branchedoakmarina.com,[],[],success,0,['facebook.com/Branched-Oak-Marina-155307791173595'],,,,,
http://laflosd.com,laflosd.com,[],[],success,0,,,,,,
http://bubongstore.com,bubongstore.com,[],[],success,0,,,,,,
http://cedarwork.org,cedarwork.org,[],[],success,0,,,,,,
http://richardsservicecenter.com,richardsservicecenter.com,[],[],success,0,,,,,,
http://successoilco.com,successoilco.com,"['8189749623', '8004519865']",[],success,0,,,,,,
http://intfloors.com,intfloors.com,[],[],success,0,,,,,,
http://emergencyinternational.org,emergencyinternational.org,['20102022'],[],success,0,,,,,,
http://eringallagher.wordpress.com,eringallagher.wordpress.com,['195077342'],[],success,0,['facebook.com/pages'],,,['twitter.com/eringallagher'],,
http://sushirawsf.com,sushirawsf.com,['19992025'],[],success,0,,,,,,
http://thermalpd.com,thermalpd.com,['7702032772'],[],success,0,,,,,['linkedin.com/company/thermalprocessdevelopment'],
http://westtubingcompany.com,westtubingcompany.com,[],[],success,0,['facebook.com/westtubingcompany'],['instagram.com/west_tubing_company'],,,,
http://hannacho.com,hannacho.com,[],[],success,0,,,,,,
http://foxtrailerservice.com,foxtrailerservice.com,[],[],success,0,,,,,,
http://powersfamilymedicine.com,powersfamilymedicine.com,[],[],success,0,"['facebook.com/powersmedicine', 'facebook.com/2008', 'facebook.com/10106499838164153']",,,,,
http://themacks.wordpress.com,themacks.wordpress.com,[],[],success,0,,,,,,
http://nomadicbearproductions.com,nomadicbearproductions.com,[],[],success,0,,['instagram.com/nomadic.bear'],,,['linkedin.com/in/chris-mcgilvray-91204bb'],
http://advance-tcc.com,advance-tcc.com,[],[],success,0,,,,,,
http://timothylee.us,timothylee.us,"['12345678910', '4087400862']",[],success,0,,,,,['linkedin.com/in/timothylee-us'],
http://janarose.us,janarose.us,[],[],success,0,['facebook.com/janastewartfitness'],"['instagram.com/p', 'instagram.com/v', 'instagram.com/jana.rose.stewart', 'instagram.com/reel']",,,,
http://jasonheltonrealestate.com,jasonheltonrealestate.com,['19992025'],[],success,0,,,,,,
http://veritassynergetic.com,veritassynergetic.com,[],[],success,0,,,,,,
http://temploebenezerweslaco.com,temploebenezerweslaco.com,[],[],success,0,,,,,,
http://wellbaum-apiaries.business.site,wellbaum-apiaries.business.site,[],[],success,0,,,,,,
http://directjet.com,directjet.com,['8002995381'],[],success,0,['facebook.com/Direct-Jet-Charter-LLC-123777037688095'],,,,,
http://citadelurban.com,citadelurban.com,['2108984777'],"['503 Richland Hills Drive                                  \n\n                  San Antonio, TX 78245']",success,0,['facebook.com/profile.php'],['instagram.com/citadelurban'],,,,
http://sacreativedesign.com,sacreativedesign.com,[],[],success,0,,,,,,
http://ohanacrm.com,ohanacrm.com,[],[],success,0,,,,,,
http://trihealthbalance.com,trihealthbalance.com,['487810088'],[],success,0,,,,,,
http://verve-medical.com,,,,failed,0,,,,,,Failed to retrieve page content
http://highqualitypcs.com,highqualitypcs.com,[],[],success,0,,,,,,
http://openairchair.com,openairchair.com,"['3037983220', '801203037983220', '20250123']","['2400 W. Belleview Ave. Littleton, CO 80120']",success,0,,,,,,
http://woodstocklodge246.org,woodstocklodge246.org,[],[],success,0,,,,,,
http://tashahmoore.com,tashahmoore.com,[],[],success,0,,,,,,
http://burkeoppenheim.com,burkeoppenheim.com,[],[],success,0,,,,,,
http://daylilyhealth.org,daylilyhealth.org,"['24855645', '2485564556']",[],success,0,['facebook.com/daylilyhealth'],['instagram.com/daylilyhealth'],,,['linkedin.com/company/daylilyhealth'],
http://sanfranciscowinecenter.com,sanfranciscowinecenter.com,[],[],success,0,,,,,,
http://coopster.org,coopster.org,['20032018'],[],success,0,,,,['twitter.com/share'],,
http://platformtemizlik.com,,,,failed,0,,,,,,Failed to retrieve page content
http://snugharborca.com,snugharborca.com,[],[],success,0,,,,,,
http://aspecialtouchflorist.net,aspecialtouchflorist.net,[],[],success,0,,,,,,
http://cowpaddyfudge.wordpress.com,cowpaddyfudge.wordpress.com,['8133824158'],[],success,0,['facebook.com/WordPresscom'],,,,,
http://thejewishheritagefoundation.com,thejewishheritagefoundation.com,[],[],success,0,,,,,,
http://romesportshalloffame.com,romesportshalloffame.com,[],[],success,0,,,,,,
http://sbmobilenails.com,sbmobilenails.com,['8055549029'],[],success,0,,,,,,
http://leahyfamilydentistry.com,leahyfamilydentistry.com,['919363420'],[],success,0,['facebook.com/leahyfamilydentistry'],,,['twitter.com/LeahyDentistry'],,
http://fitfeetflorida.com,fitfeetflorida.com,"['8136451993', '7278245100', '8135636458']",[],success,0,"['facebook.com/1411192949', 'facebook.com/2008', 'facebook.com/FitFeetForLifeFootandAnkle']",,,,,
http://nu-imagepainting.com,nu-imagepainting.com,[],[],success,0,,,,,,
http://apollostreams.com,apollostreams.com,['8014926296'],[],success,0,['facebook.com/Apollo-Streams-103638581396058'],['instagram.com/apollostreams'],,,,
http://southsidedentalcare-dentalclinic.business.site,southsidedentalcare-dentalclinic.business.site,[],[],success,0,,,,,,
http://kaylabeehler.com,kaylabeehler.com,[],[],success,0,['facebook.com/2008'],['instagram.com/kb_designs'],,,['linkedin.com/in/kayla-beehler-61691410a'],
http://sceniclandscaping.net,sceniclandscaping.net,[],[],success,0,,,,,,
http://aristacons.com,aristacons.com,"['78990009', '1857899009', '18578990009', '3038578990009', '0028578990009']",[],success,0,['facebook.com/delaware'],,,['twitter.com/delaware'],,
http://hightechautoservicesantamonica.com,hightechautoservicesantamonica.com,[],[],success,0,,,,,,
http://harmonystarkennel.com,harmonystarkennel.com,['9182603665'],[],success,0,,,,,,
http://1stamc.com,1stamc.com,"['6264836280', '01222979', '6264836281', '8009444072']",[],success,0,['facebook.com/1stAMC'],,,,['linkedin.com/in/susan-and-manuel-perez-44933012'],
http://pd2llc.com,pd2llc.com,[],[],success,0,,,,,,
http://cotherix.com,cotherix.com,[],[],success,0,,,,,,
http://jointguard.com,jointguard.com,[],[],success,0,,,,,,
http://yingtexun.com,,,,failed,0,,,,,,Failed to retrieve page content
http://aether-multimedia-llc.business.site,aether-multimedia-llc.business.site,[],[],success,0,,,,,,
http://studiobsalon.net,studiobsalon.net,[],[],success,0,,,,,,
http://mogreenway.com,mogreenway.com,[],[],success,0,['facebook.com/MoGreenwayMag'],['instagram.com/mogreenway'],,['twitter.com/mogreenway'],['linkedin.com/company/mogreenway'],
http://neomedia-dg.com,neomedia-dg.com,['9152012695'],[],success,0,"['facebook.com/tr', 'facebook.com/neomedia.dg']",['instagram.com/neomedia.dg'],['youtube.com/user/NeomediaDesignGroup'],,['linkedin.com/company/neomedia-design-group'],
http://baypointlabs.com,baypointlabs.com,['7077476081'],[],success,0,,,,,,
http://3lechesbake.com,3lechesbake.com,"['2255726013', '2252875355']",[],success,0,['facebook.com/3lechesbake'],['instagram.com/3lechesbakery'],,,,
http://belozapp.com,belozapp.com,[],[],success,0,,,,,,
http://kathrynsonmoonlake.com,kathrynsonmoonlake.com,[],[],success,0,,,,,,
http://abujaluxuryhome.com,abujaluxuryhome.com,[],[],success,0,,,,,,
http://abbevillecalendar.com,abbevillecalendar.com,[],[],success,0,,,,,,
http://homesforsalescv.com,homesforsalescv.com,"['6612502075', '01038453', '20022025', '91387661250']",[],success,0,,,,,,
http://bigtransformerbushings.com,bigtransformerbushings.com,"['304931890', '13304931893', '13304931890']",[],success,0,,,,,,
http://maquez-kennelz.business.site,maquez-kennelz.business.site,[],[],success,0,,,,,,
http://yjlashstudio.com,yjlashstudio.com,['2035481474'],[],success,0,['facebook.com/yjlash'],['instagram.com/yjlashstudio'],,,,
http://techsynario.com,techsynario.com,[],[],success,0,,,,,,
http://periogel.net,periogel.net,['63125877434'],[],success,0,['facebook.com/PerioProtect'],['instagram.com/perioprotect'],,['twitter.com/perioprotect'],,
http://whittiershuttle.com,whittiershuttle.com,"['19073506010', '18882578527']",[],success,0,,,,,,
http://bookkeepinglogic.com,bookkeepinglogic.com,[],"['17770 Monterey Rd Suite C Morgan Hill, CA  95037']",success,0,,,,,,
http://fightguard.net,fightguard.net,"['8773036180', '7144575391']",[],success,0,,,,,,
http://childcarecompany.org,childcarecompany.org,['2405830865'],[],success,0,['facebook.com/childcarecompany'],,,,,
http://seattlecandle.com,seattlecandle.com,[],[],success,0,,,,,,
http://sherricornett.com,sherricornett.com,[],[],success,0,,,,,,
http://aetheradvisors.com,aetheradvisors.com,[],[],success,0,,,,,['linkedin.com/in/julie-ryan-3a46504'],
http://theneedlehouse.com,theneedlehouse.com,"['770057135229704', '20072025']","['2422 Tangley Street Houston, TX 77005']",success,0,,,,,,
http://parisfumc.org,parisfumc.org,[],[],success,0,,,,,,
http://kusbeautyusa.com,kusbeautyusa.com,[],[],success,0,,,,,,
http://logansquarelaundry.com,logansquarelaundry.com,[],[],success,0,,,,,,
http://prashnercpa.com,prashnercpa.com,"['20182020', '5123261440']",[],success,0,['facebook.com/Barbara-Prashner-CPA-PC-128144142015'],,,,['linkedin.com/in/barbara-prashner-cpa-p-c-8914127'],
http://al-advertising-diet-store.com,al-advertising-diet-store.com,[],[],success,0,,,,,,
http://ticketsregina.com,,,,failed,0,,,,,,Failed to retrieve page content
http://randrdance.com,randrdance.com,['8435039616'],[],success,0,['facebook.com/676206005802894'],['instagram.com/randr_dance'],['youtube.com/channel/UC4HqgwjOnFXfGU_eHbT8OgQ'],,,
http://sbstransportllc.com,sbstransportllc.com,[],[],success,0,['facebook.com/101932885163238'],['instagram.com/sbstransportllc'],,,,
http://aestatix.com,aestatix.com,[],[],success,0,,['instagram.com/aestatix'],,['twitter.com/aestatix'],['linkedin.com/company/aestatix'],
http://jtheater.com,jtheater.com,"['9595915304787', '15306878670']","['14618 Tyler Foote Rd. \xa0Nevada City, CA 95959']",success,0,,,,,,
http://jshs-tn.utk.edu,jshs-tn.utk.edu,"['379968659741000', '37996865974949']","['1331 Circle Park Drive\nKnoxville, TN 37996', '1502 Cumberland Avenue\nKnoxville, TN 37916']",success,0,['facebook.com/tnjrscihum'],['instagram.com/utk_prep'],,['twitter.com/UTK_PREP'],,
http://tax-masters.net,tax-masters.net,[],[],success,0,,,,,,
http://cadottfamilyrestaurant.com,cadottfamilyrestaurant.com,['547277159780027'],[],success,0,['facebook.com/cadottfamilyrestaurant'],['instagram.com/cadottfamilyrestaurant'],,,,
http://figureitoutagency.com,figureitoutagency.com,[],[],success,0,,['instagram.com/figureitoutagency'],,,,
http://newasianjuyuan.com,newasianjuyuan.com,['7635958888'],[],success,0,,,,,,
http://jadynbags.com,jadynbags.com,[],[],success,0,['facebook.com/jadynbags'],['instagram.com/jadynbags'],,,,
http://dallassurgicalgroup.com,dallassurgicalgroup.com,"['2143506672', '1435066728140', '20052022']",[],success,0,,,,,,
http://bc-hinger.com,bc-hinger.com,[],[],success,0,,,,,,
http://garagedoor-repair-waynenj.com,garagedoor-repair-waynenj.com,['9733197770'],"['1591 Alps Rd, Wayne, NJ 07470']",success,0,,,,,,
http://indiyoung.com,indiyoung.com,[],[],success,0,,['instagram.com/indiyoung_'],,,['linkedin.com/in/indiyoung'],
http://beautyblueprintllc.com,beautyblueprintllc.com,[],[],success,0,,,,,,
http://cwenergyusa.com,cwenergyusa.com,['4809981694'],[],success,0,['facebook.com/cwenergyusa'],,,['twitter.com/cwenergyusa1'],['linkedin.com/company/cwenergy'],
http://motinidesigns.com,motinidesigns.com,[],[],success,0,,,,,,
http://smartdivorcestrategy.com,smartdivorcestrategy.com,[],[],success,0,,"['instagram.com/moxielife_coach', 'instagram.com/thebrainwisecoach']",,,['linkedin.com/in/lauramiolla'],
http://rustyskate.com,rustyskate.com,[],[],success,0,,,,,,
http://littlefeetforestschool.org,littlefeetforestschool.org,"['20242025', '303358820030335']",[],success,0,,['instagram.com/littlefeetforestschool'],,,,
http://royaltycleaningva.co,royaltycleaningva.co,[],[],success,0,,,,,,
http://lionsteelstructuresco.com,lionsteelstructuresco.com,[],[],success,0,,,,,,
http://feltgoodmusic.com,feltgoodmusic.com,[],[],success,0,,,,,,
http://reveportraits.com,reveportraits.com,[],[],success,0,,,,,,
http://erikashome.com,erikashome.com,"['7046020219', '7045761671']",[],success,0,,,,,,
http://tribeofdantours.com,tribeofdantours.com,[],[],success,0,,,,,,
http://tandoorrestaurants.com,tandoorrestaurants.com,[],[],success,0,['facebook.com/tandoorgrill'],['instagram.com/tandoor_indianslc'],,,,
http://artworkbydoyle.com,artworkbydoyle.com,[],[],success,0,,,,,,
http://patscrap.co.uk,patscrap.co.uk,[],[],success,0,,,,,,
http://drtompastor.com,drtompastor.com,['6123143739'],[],success,0,"['facebook.com/2008', 'facebook.com/drtompastor']",,,,['linkedin.com/in/drtompastor'],
http://hbcofrochester.org,hbcofrochester.org,['2174913343'],[],success,0,['facebook.com/JesuslovesRochester'],,,,,
http://crossroadsrvpk.com,crossroadsrvpk.com,[],[],success,0,,,,,,
http://rethinkingwealth.org,rethinkingwealth.org,[],[],success,0,['facebook.com/RethinkingWealth'],,,,['linkedin.com/company/18005206'],
http://centralcoastmd.com,centralcoastmd.com,"['8057393436', '8055467723', '8054737670', '8055697477', '8054341491', '20152022', '8054503322', '8055426392', '8052963550', '8055697567']",[],success,0,,,,,,
http://ordercrustandbuns.com,ordercrustandbuns.com,[],[],success,0,,,,,,
http://nationalcapitalfitday.com,nationalcapitalfitday.com,[],[],success,0,,,,,,
http://advancenetsupport.com,advancenetsupport.com,"['786426349230530', '786426349278642', '664873053066487', '7864263492']",[],success,0,"['facebook.com/share', 'facebook.com/profile.php']",['instagram.com/advancenetworksupport'],,['twitter.com/share'],['linkedin.com/company/106028228'],
http://when2heartsbeatas1.org,when2heartsbeatas1.org,[],[],success,0,,,,,,
http://galleongc.com,galleongc.com,[],[],success,0,,,,,,
http://missinglnk.com,missinglnk.com,[],[],success,0,['facebook.com/missinglnk'],,['youtube.com/user/Alann1959'],['twitter.com/saferideapparel'],,
http://daveandtracy.org,daveandtracy.org,[],[],success,0,,,,,,
http://carvedsoulsmusic.com,carvedsoulsmusic.com,[],[],success,0,['facebook.com/CarvedSoulsOfficial'],['instagram.com/carved_souls'],['youtube.com/user/CarvedSouls'],,,
http://thephotoboothunlimited.com,thephotoboothunlimited.com,"['9514121624', '6513637249']",[],success,0,['facebook.com/PhotoBooth-Unlimited-108576848318847'],,,,,
http://sweetadswebcast.com,sweetadswebcast.com,[],[],success,0,['facebook.com/sweetadelinesintl'],['instagram.com/sweetadelinesintl'],['youtube.com/user/SweetAdelineIntl'],,,
http://assemblyninja.com,assemblyninja.com,['9092789985'],[],success,0,,,,,,
http://scentvillage.com,scentvillage.com,[],[],success,0,,,,,,
http://ageanabrett.com,ageanabrett.com,[],[],success,0,,,,,,
http://pastorecompany.com,pastorecompany.com,[],[],success,0,,,,,,
http://abreakdisabilityandrespite.com,abreakdisabilityandrespite.com,"['4050010372', '0428280474', '15616183049', '616183049']",[],success,0,,,,,,
http://biodyn-lifesciences.com,biodyn-lifesciences.com,[],[],success,0,,,,,,
http://shootmethevin.com,shootmethevin.com,['8775122555'],[],success,0,,,,,,
http://kcc.org,kcc.org,[],[],success,0,['facebook.com/KagyuChangchubChuling'],,,,,
http://saipanyc.com,saipanyc.com,"['+1234567890170', '+1234567890123']","['25 Cedarcroft Rd, Jamaica, NY 11432']",success,0,,,,,,
http://kristyler.com,kristyler.com,['6024302769'],[],success,0,,,,,,
http://boyettrecovery.com,boyettrecovery.com,['19992025'],[],success,0,,,,,,
http://simplicitymovers.com,simplicitymovers.com,[],[],success,0,,,,,,
http://macazancorp.com,macazancorp.com,[],[],success,0,,,,,,
http://liverpoolchurch.com,liverpoolchurch.com,"['8668366791', '+13392225147']",[],success,0,,,,,,
http://yourtowcompany.com,yourtowcompany.com,['980724258219004'],[],success,0,['facebook.com/yourtowcompany'],['instagram.com/yourtowco'],,,,
http://hiddengallerywines.com,hiddengallerywines.com,[],[],success,0,['facebook.com/hiddengallerywines'],['instagram.com/hiddengallerywines'],,,,
http://ridgelinehomeinspect.com,ridgelinehomeinspect.com,"['541119206094799', '9206094799']",[],success,0,,,,,,
http://projectgestalt.com,projectgestalt.com,[],[],success,0,,,,,"['linkedin.com/in/patty-clark-2874281bb', 'linkedin.com/company/project-gestalt', 'linkedin.com/in/neil-glenn-jacobson']",
http://themorvarid.com,themorvarid.com,[],[],success,0,,,,,,
http://ellen4wcsd.com,ellen4wcsd.com,[],[],success,0,,,,,,
http://theblueprintshop.com,theblueprintshop.com,"['8502242699', '8502706332']","['534 N Monroe St\xa0 \xa0Tallahassee, FL\xa0 32301']",success,0,['facebook.com/tallahasseeblueprinting'],,,,,
http://signaturesportsurfaces.com,signaturesportsurfaces.com,[],[],success,0,['facebook.com/2008'],,,,,
http://sheetmetallocal399.com,sheetmetallocal399.com,[],[],success,0,['facebook.com/local399'],,,,,
http://joyfuladoptions.com,joyfuladoptions.com,"['7032223393', '7032221101']","['7016 Balmoral Forest Road\nClifton, VA 20124']",success,0,,,,,,
http://designedbycarla.com,designedbycarla.com,[],[],success,0,['facebook.com/designedbycarla'],['instagram.com/designedbycarla'],,,['linkedin.com/company/designedbycarla'],
http://nationalcarousels158.com,nationalcarousels158.com,[],[],success,0,,,,,,
http://2020relining.com,2020relining.com,['19992025'],[],success,0,,,,,,
http://ngchm.net,ngchm.net,[],[],success,0,"['facebook.com/NextGenerationClusteredHeatMap', 'facebook.com/sharer']",,['youtube.com/channel/UCADGir2q8IaI9cGQuzjSL9w'],"['twitter.com/intent', 'twitter.com/nextgenheatmaps']",,
http://advertiserandmarketersplatform.com,advertiserandmarketersplatform.com,[],[],success,0,,,,,,
http://allstarbp.com,allstarbp.com,['20042025'],[],success,0,"['facebook.com/allstarsimulators', 'facebook.com/tr']",['instagram.com/allstarsimulators'],['youtube.com/channel/UC7H2JPOdOX_9jCVT3mHBaGg'],['twitter.com/allstarbp'],,
http://ogcut.com,ogcut.com,[],"['136 N Kalmia St\nEscondido, CA 92025']",success,0,,['instagram.com/_ogeee'],,,,
http://deperevfw.net,deperevfw.net,[],[],success,0,,,,,,
http://alluredesign.org,alluredesign.org,['2019060415'],[],success,0,,,,,,
http://snfdata.com,snfdata.com,['20042024'],[],success,0,,,,,,
http://taam.org,taam.org,[],[],success,0,"['facebook.com/100064335412739', 'facebook.com/BosnianTurkish']",['instagram.com/turkishamericanassociationofmn'],,['twitter.com/TAAMorg'],,
http://virtekcompany.com,virtekcompany.com,['8008449182'],[],success,0,,,,,,
http://beezneedz.com,beezneedz.com,['23393662'],[],success,0,,['instagram.com/shopify'],,,,
http://whymessa.com,whymessa.com,"['1914421584416', '07203908', '08003856', '0822185681095', '0810785683306', '1942621594077', '1910321556835', '1933561051853']","['1206 Indian Trail Drive\r\nDowningtown, PA 19335', '54 Germantown Avenue\r\nPhiladelphia, PA 19144', '923 Fayette Street\r\nConshohocken, PA 19426', '605 New Road\r\nLinwood, NJ 08221', '520 West First Ave\r\nRoselle, NJ 07203']",success,0,,,,,,
http://urtubiavielma.com,urtubiavielma.com,[],[],success,0,,,,,,
http://river-valley-rv-park-tx.business.site,river-valley-rv-park-tx.business.site,[],[],success,0,,,,,,
http://greenissue.eu,greenissue.eu,[],[],success,0,,,,,,
http://callunakennels.com,callunakennels.com,['6179216197'],[],success,0,['facebook.com/101521885534293'],['instagram.com/callunakennels'],,,,
